Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1783.3,0.1421,120.3,7.9665,0.064274,0.12917,0.2131,0.090379,0.067084,0.055003,0.6190161508660014
1821.1,0.14187,122.61,12.698,0.068126,0.12805,0.22798,0.086431,0.063506,0.055903,0.6299884634634652
1720.1,0.14383,122.77,7.3806,0.063382,0.12922,0.22575,0.091326,0.067574,0.054756,0.6320114662311843
1720.0,0.14383,122.87,7.38,0.06338,0.12922,0.22591,0.091328,0.067574,0.054755,0.6321709219993735
1721.1,0.14427,122.75,7.4024,0.063417,0.12923,0.22597,0.091286,0.067552,0.054762,0.6322145841685538
1716.4,0.14404,122.37,7.3822,0.063392,0.12924,0.22596,0.091313,0.067574,0.054761,0.6322417821723738
1720.4,0.14379,122.78,7.3356,0.063301,0.12924,0.22686,0.091418,0.06761,0.05474,0.6331726899082463
1728.4,0.14588,121.55,7.5901,0.063733,0.12926,0.22703,0.090942,0.067384,0.054842,0.6331940948924365
1727.0,0.14384,122.7,7.357,0.06333,0.12925,0.22705,0.091388,0.06759,0.054744,0.6333503203255887
1712.6,0.14464,122.66,7.3165,0.063276,0.12926,0.22768,0.091445,0.067622,0.054735,0.6340195129078479
