Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
533.4,0.51358,122.02,12.238,0.064042,0.12728,0.066349,0.11715,0.055479,0.088083,0.5183813858633509
534.26,0.51005,122.0,12.193,0.064087,0.12729,0.066352,0.11868,0.055464,0.088079,0.5199459227558324
533.51,0.50741,122.2,12.28,0.064033,0.12728,0.066345,0.12056,0.055489,0.088088,0.5217943998447899
538.23,0.50144,121.8,12.193,0.064097,0.12733,0.066351,0.12287,0.055463,0.088084,0.5242009002696697
537.4,0.50251,121.69,12.194,0.064097,0.12733,0.066357,0.12398,0.055461,0.08808,0.525303470195315
533.62,0.51807,122.02,12.236,0.064026,0.12728,0.066345,0.1243,0.055482,0.088085,0.5255151527343767
521.36,0.54395,121.09,12.196,0.064054,0.12723,0.066343,0.1262,0.055458,0.088084,0.5273663185173814
534.09,0.50248,122.77,12.194,0.064115,0.12724,0.066333,0.12849,0.055466,0.08809,0.5297385551603055
533.17,0.51136,123.04,12.235,0.064054,0.12722,0.066318,0.13023,0.055486,0.0881,0.531402054133017
537.66,0.49935,121.43,12.251,0.064064,0.12736,0.066362,0.13221,0.055475,0.088082,0.5335512399000405
