Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346401
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346407
334.24,1.4586,133.49,13.042,0.025619,0.025619462093464093
334.24,1.4586,133.49,13.042,0.025619,0.025619462093464097
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346413
334.24,1.4586,133.49,13.042,0.025619,0.025619462093464142
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346415
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346415
334.24,1.4586,133.49,13.042,0.025619,0.02561946209346415
334.24,1.4586,133.49,13.042,0.025619,0.025619462093464152
