Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
195.44,0.20168,221.5,12.464,0.065153,0.058147,0.10021,0.059559,1.3639,0.13838,1.7853017100115791
195.71,0.20407,221.91,12.467,0.065146,0.058127,0.10018,0.059554,1.3679,0.13825,1.789124588332237
199.74,0.19296,223.89,12.47,0.065167,0.058133,0.099866,0.059829,1.3712,0.13904,1.7932359682998174
210.24,0.20538,214.67,10.983,0.065825,0.057649,0.10032,0.059307,1.3811,0.13784,1.8020607436720226
209.65,0.20083,215.85,10.991,0.065833,0.057703,0.10038,0.059303,1.3813,0.13807,1.8025894243193679
210.89,0.20397,222.62,10.985,0.065835,0.057724,0.10042,0.059254,1.3831,0.13784,1.804217523526578
210.4,0.20391,210.9,11.008,0.065814,0.057613,0.10022,0.059386,1.3836,0.13799,1.8046081629836868
209.72,0.20947,220.16,10.925,0.065856,0.057694,0.10055,0.059147,1.3841,0.13749,1.8048495753353582
210.38,0.20973,208.87,11.002,0.065805,0.057556,0.1002,0.059365,1.3848,0.13769,1.8054090658978068
205.6,0.22643,214.57,11.034,0.065765,0.057634,0.10066,0.05901,1.3869,0.13658,1.8065050085415544
