iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,1781.5,0.029134,398.5,10.464,0.8059402987620682,0.11303170109583749,0.8419194066730444
2,1629.0,0.0097042,213.73,1.3103,0.45601680284669666,0.14896255836620836,0.5034330578458908
3,1981.2,0.023004,79.848,3.452,0.6398856477161627,0.11407653637177317,0.6761973370249029
4,1876.7,0.16212,83.928,5.7817,0.09949537196129657,0.1020233845501755,0.13197042388554803
5,1235.3,0.20863,103.1,5.0554,0.10325313996963267,0.10422732806078598,0.13642972890190208
6,1925.5,0.12099,128.05,7.9089,0.019201770780089725,0.1822418201031143,0.07721114379503889
7,1772.3,0.31108,113.33,4.1894,0.47904840125457265,0.10748724798721168,0.5132626549275909
8,1423.8,0.21153,118.32,4.364,0.04286637184186659,0.10675648354455414,0.07684801596831534
9,1413.9,0.1901,131.97,4.59,0.03901249360955575,0.10580646846685483,0.07269173854474914
10,1488.8,0.18215,122.99,5.0555,0.01605150692768269,0.10414829069153744,0.04920293748394232
11,1446.7,0.18012,124.24,4.9446,0.013544859498500879,0.10456637707259263,0.04682937108312918
12,1480.2,0.18271,123.3,4.6459,0.01573411477560634,0.10578051097792451,0.04940509718545272
13,1395.8,0.19264,122.84,4.5337,0.018170243147599217,0.10614265421428026,0.051956499329792225
14,1472.4,0.17783,124.01,4.9562,0.01319811414787491,0.10454065608753574,0.04647443848867722
15,1366.8,0.19439,124.51,4.5783,0.018121366464518562,0.10591985563632153,0.05183670365671961
16,1438.6,0.18691,123.63,5.596,0.0224849545871885,0.22636055265809168,0.09453775634028563
17,1472.1,0.17759,123.68,5.1193,0.012393139965991997,0.1038497556188189,0.04544954385723272
18,1441.2,0.18407,123.25,4.8852,0.013388755867370976,0.10479801597617841,0.046747000405035405
