Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1668.0,0.33297,171.67,1.6704,0.36857,0.18803,0.10605,0.10308,0.081845,0.18412,0.23422,0.068178,0.028763,1.3628620315386732
1669.7,0.32855,174.02,1.6549,0.38051,0.18819,0.10598,0.10333,0.081988,0.18456,0.2343,0.06867,0.028891,1.3764136237176399
1608.9,0.33068,172.58,1.7102,0.40138,0.18795,0.10611,0.10284,0.081378,0.18319,0.23401,0.06709,0.028558,1.392511883686925
1775.6,0.31997,171.56,1.677,0.40756,0.18778,0.10599,0.10269,0.081892,0.18394,0.23425,0.067947,0.028768,1.4008283281135465
1667.7,0.30787,181.09,1.683,0.4097,0.1882,0.10591,0.10322,0.081662,0.18407,0.23418,0.068047,0.028758,1.4037463255677716
1879.4,0.26319,180.5,1.7709,0.41672,0.18752,0.10598,0.10205,0.081142,0.18224,0.23404,0.06603,0.028572,1.4042896143318093
1678.9,0.32427,173.16,1.6606,0.41356,0.18815,0.10597,0.10323,0.081936,0.18441,0.23428,0.068442,0.028842,1.408828152561335
1880.7,0.30023,180.77,1.641,0.41538,0.18803,0.1058,0.10301,0.082286,0.18497,0.23448,0.069185,0.02925,1.412387557063165
1875.5,0.30118,180.62,1.6419,0.41701,0.18803,0.1058,0.10301,0.082273,0.18494,0.23447,0.06916,0.029233,1.4139357897158815
1692.0,0.33451,177.25,1.5971,0.41404,0.18857,0.1059,0.10401,0.082621,0.18605,0.2346,0.07054,0.029565,1.4158881081956456
