Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
162.77,85.185,510.44,814.13,578.17,528.99,470.23,1.6722,0.13508,0.42314,0.044451,0.16419,0.22222,0.25946,0.096766,0.041176,0.039293,1.4257799520252221
162.12,85.154,510.86,806.61,577.5,529.12,479.86,1.6497,0.13451,0.45008,0.044105,0.16329,0.22216,0.25245,0.096969,0.042199,0.039616,1.4453881301141511
165.21,88.369,510.49,814.12,569.4,509.84,482.27,1.6782,0.13453,0.50957,0.043854,0.1628,0.22185,0.205,0.096575,0.042807,0.040006,1.4569860466340128
162.26,82.594,508.82,814.04,565.75,528.04,447.62,1.6904,0.13677,0.42788,0.045297,0.1672,0.22264,0.2983,0.096407,0.038884,0.039083,1.4724672861961725
162.82,85.789,509.36,810.94,581.3,528.65,485.83,1.6781,0.13415,0.49245,0.043897,0.16216,0.22193,0.23973,0.097103,0.042422,0.039742,1.4735850059282547
245.99,83.89,660.82,841.31,493.01,526.68,451.9,2.237,0.13408,0.62057,0.044326,0.16047,0.22228,0.11833,0.097464,0.042424,0.039825,1.4797652409916395
160.83,85.78,519.39,814.02,561.52,528.2,452.43,1.6626,0.13618,0.46761,0.045098,0.16674,0.22264,0.27005,0.096368,0.039978,0.039292,1.4839684728650457
162.72,85.951,510.37,813.06,568.29,529.17,478.53,1.6329,0.13476,0.50823,0.04408,0.164,0.22223,0.23535,0.096712,0.042544,0.039848,1.4877604112960434
232.23,84.606,649.59,841.96,492.12,528.33,448.13,2.2198,0.13467,0.62677,0.044437,0.16126,0.22241,0.12024,0.097156,0.041578,0.039756,1.4882772773796937
247.37,85.086,661.02,841.35,498.99,526.68,450.16,2.2299,0.13427,0.62979,0.044456,0.1609,0.22229,0.11881,0.097424,0.042085,0.039603,1.489630764878562
