Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
783.32,0.49908,133.61,9.1058,0.15793,0.12021,0.12514,0.056791,0.1397,0.11306,0.38885,0.070113,0.30779,1.4795845403578132
654.53,0.54794,145.05,9.3372,0.15902,0.11915,0.12383,0.05659,0.1403,0.11991,0.46651,0.070294,0.27771,1.533320881142412
643.61,0.56191,143.57,9.4251,0.15889,0.11919,0.12367,0.056482,0.14057,0.11945,0.43997,0.070498,0.34652,1.5752288816349307
636.76,0.5611,144.33,9.4795,0.15885,0.11916,0.12351,0.056407,0.1407,0.11978,0.46173,0.070519,0.33595,1.5866021931004375
651.71,0.56025,145.05,9.3472,0.15897,0.11914,0.1239,0.056597,0.14028,0.11972,0.49111,0.070234,0.30813,1.5880817239933396
633.18,0.55285,145.1,9.3489,0.15915,0.11908,0.12372,0.056551,0.14039,0.12063,0.53543,0.070277,0.26366,1.5888685562932339
632.99,0.55367,145.64,9.35,0.15914,0.11908,0.12371,0.056545,0.14034,0.12064,0.54801,0.070209,0.25317,1.5908478342904355
633.17,0.56128,143.22,9.4834,0.15888,0.11917,0.12347,0.056398,0.14078,0.11973,0.44387,0.070643,0.36164,1.5945753683650197
641.34,0.56278,140.8,9.4571,0.15885,0.11922,0.12361,0.056437,0.14081,0.11918,0.38981,0.070777,0.41778,1.5964768361140238
640.61,0.56393,140.79,9.4447,0.15887,0.11921,0.12365,0.056453,0.14079,0.11922,0.39597,0.070757,0.41697,1.6018834921176306
