Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1153.7,0.23258,124.71,4.9037,0.055056,0.11129,0.11347,0.13813,0.103,0.13717,0.24613,0.25229,0.033449,1.1899911254430304
1154.1,0.23281,124.33,4.8951,0.055167,0.11129,0.11347,0.13815,0.10303,0.13724,0.24913,0.25227,0.033452,1.193194281566442
1114.0,0.23886,125.84,5.4019,0.047264,0.10108,0.11386,0.13692,0.099251,0.13427,0.27409,0.25465,0.03184,1.1932131252418499
1122.9,0.2381,126.5,5.4074,0.047311,0.10087,0.11386,0.13685,0.099299,0.13423,0.27663,0.25462,0.031885,1.1955492830046195
1153.7,0.23192,124.4,4.9035,0.05501,0.11129,0.11349,0.13811,0.10296,0.13716,0.25208,0.25232,0.033415,1.195824902201676
1161.2,0.23073,124.51,4.8277,0.056084,0.11113,0.11339,0.1384,0.10356,0.13772,0.25113,0.25194,0.03374,1.1970908124983481
1153.7,0.23611,126.38,4.8964,0.055406,0.11125,0.11339,0.13826,0.10328,0.13729,0.2525,0.25214,0.033661,1.197180967626121
1146.5,0.23717,125.82,4.8673,0.055778,0.1112,0.11338,0.13834,0.10346,0.13751,0.25183,0.25202,0.033745,1.1972609656481563
1169.0,0.22955,124.81,5.1399,0.051424,0.11127,0.1138,0.13688,0.10112,0.13545,0.26313,0.25347,0.032573,1.1991221536711794
1152.0,0.23512,124.33,4.8999,0.055192,0.1113,0.11346,0.13816,0.10303,0.13723,0.25506,0.25227,0.03346,1.1991629692148884
