Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1183.7,0.44388,181.58,1.7784,0.48602,0.18751,0.1054,0.10194,0.080648,0.1822,0.23357,0.065612,0.028752,1.4716585628161833
1141.7,0.46738,182.74,1.757,0.4862,0.18762,0.10533,0.10225,0.080743,0.18255,0.23361,0.066213,0.028785,1.4732956413096574
1187.6,0.44348,181.54,1.7731,0.48839,0.18755,0.10541,0.102,0.080698,0.18233,0.2336,0.06578,0.028747,1.4745052550350748
1184.1,0.4351,185.46,1.7966,0.49338,0.18741,0.10539,0.10176,0.080495,0.18185,0.23349,0.065146,0.028824,1.4777463153832955
1157.0,0.46741,182.08,1.7379,0.4906,0.18773,0.10536,0.10246,0.080929,0.183,0.23374,0.066832,0.028793,1.4794416697290547
1135.1,0.44932,184.82,1.7925,0.50269,0.18742,0.10531,0.10185,0.080477,0.18182,0.23346,0.065103,0.02887,1.486997417933971
1179.7,0.43831,183.83,1.7712,0.50207,0.18757,0.10538,0.10207,0.080725,0.18242,0.23364,0.065845,0.028793,1.488502105159153
1175.5,0.46848,182.05,1.7158,0.50127,0.18787,0.10541,0.10274,0.081147,0.18352,0.23387,0.067599,0.028856,1.4922783774952244
1979.0,0.24479,200.84,1.6403,0.49515,0.18854,0.10574,0.1037,0.082217,0.18563,0.23466,0.070059,0.029307,1.4949963867907823
1146.7,0.46841,185.96,1.7469,0.5108,0.18768,0.10531,0.1024,0.08082,0.18281,0.23368,0.066637,0.028816,1.4989578463734599
