Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
295.76,2.2536,130.58,5.761,0.054949,0.05494932844383714
295.76,2.2536,130.58,5.761,0.054949,0.05494932844383878
295.76,2.2536,130.58,5.761,0.054949,0.05494932844383968
295.76,2.2536,130.58,5.761,0.054949,0.0549493284438398
295.76,2.2536,130.58,5.761,0.054949,0.054949328443840345
295.76,2.2536,130.58,5.761,0.054949,0.054949328443840983
295.76,2.2536,130.58,5.761,0.054949,0.05494932844384187
295.76,2.2536,130.58,5.761,0.054949,0.0549493284438451
295.76,2.2536,130.58,5.761,0.054949,0.054949328443848325
295.76,2.2536,130.58,5.761,0.054949,0.05494932844393719
