evals,errors
1000,0.6373346860687575
2000,0.6320388350015076
3000,0.6320388350015076
4000,0.6320388350015076
5000,0.6320388350015076
6000,0.6320388350015076
7000,0.6320388350015076
8000,0.6320388350015076
9000,0.6320388350015076
10000,0.6320388350015076
11000,0.6320388350015076
12000,0.6320388350015076
13000,0.6320388350015076
14000,0.6320388350015076
15000,0.6320388350015076
16000,0.6320388350015076
17000,0.6320388350015076
18000,0.6320388350015076
19000,0.6320388350015076
20000,0.6320388350015076
21000,0.6320388350015076
22000,0.6320388350015076
23000,0.6320388350015076
24000,0.6320388350015076
25000,0.6320388350015076
26000,0.6320388350015076
27000,0.6320388350015076
28000,0.6320388350015076
29000,0.6320388350015076
30000,0.6320388350015076
31000,0.6320388350015076
32000,0.6320388350015076
33000,0.6320388350015076
34000,0.6320388350015076
35000,0.6320388350015076
36000,0.6296540393745504
37000,0.6296540393745504
38000,0.6296540393745504
39000,0.6296540393745504
40000,0.6296540393745504
41000,0.6296540393745504
42000,0.6296540393745504
43000,0.6296540393745504
44000,0.6284716056778495
45000,0.6284716056778495
46000,0.6284716056778495
47000,0.6284716056778495
48000,0.6284716056778495
49000,0.6284716056778495
50000,0.6284716056778495
