Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
498.66,0.58494,120.34,11.595,0.08784,0.22675,0.066777,0.06453,0.12731,0.055273,0.6284716056778495
492.41,0.58392,120.67,11.859,0.087733,0.22809,0.06685,0.064395,0.1273,0.055286,0.6296540393745504
498.72,0.58396,119.8,11.599,0.087809,0.22793,0.066817,0.064526,0.12736,0.055271,0.6297079079553477
501.16,0.5805,119.39,11.591,0.087779,0.2302,0.066853,0.06452,0.12741,0.055275,0.6320388350015076
501.1,0.58379,120.7,11.359,0.088035,0.23082,0.066583,0.06471,0.12722,0.055246,0.6326129687499803
503.38,0.57457,119.57,11.584,0.08779,0.23123,0.066841,0.064527,0.1274,0.055279,0.6330667742147698
505.11,0.57894,119.48,11.612,0.087739,0.23186,0.066883,0.064476,0.12745,0.055288,0.6336929513285897
500.25,0.58666,119.3,11.577,0.087777,0.23243,0.066854,0.06452,0.12742,0.055272,0.6342716696511943
494.6,0.58067,121.26,11.598,0.087938,0.23292,0.066675,0.064581,0.12716,0.055264,0.6345384133564874
505.33,0.57387,121.89,11.649,0.087857,0.23299,0.066725,0.064471,0.12722,0.055302,0.63457009243848
