Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1999.9,0.12161,123.78,9.0024,0.06593,0.089032,0.1287,0.066162,0.17819,0.055288,0.5832973327378304
1999.9,0.12161,123.7,9.0214,0.065957,0.089005,0.12871,0.066143,0.1784,0.055292,0.5834989957310206
1997.0,0.12163,124.28,9.1339,0.066063,0.088892,0.12873,0.066032,0.17853,0.055332,0.5835731407419091
1999.8,0.12116,124.12,9.0193,0.06592,0.089036,0.12869,0.066146,0.17851,0.055301,0.5835964606722782
1999.7,0.12179,123.48,9.1331,0.066105,0.088857,0.12874,0.06604,0.17914,0.055314,0.5841999974687081
1999.9,0.12193,123.62,8.8655,0.065779,0.089192,0.12866,0.066306,0.17912,0.055241,0.5842946688410173
1998.0,0.12159,123.78,8.9794,0.065898,0.089065,0.12869,0.066188,0.17932,0.055283,0.5844458390189762
2000.0,0.12177,124.05,8.7853,0.065651,0.08932,0.12861,0.066392,0.17954,0.055223,0.5847312068509373
2000.0,0.12151,123.86,8.7038,0.065506,0.089461,0.12852,0.066498,0.17959,0.055187,0.584759855780015
2000.0,0.12176,124.05,8.7635,0.065619,0.089352,0.12859,0.066418,0.17957,0.055215,0.5847689871354597
