Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
679.62,0.50047,147.42,7.8664,0.1607,0.11933,0.12801,0.058583,0.13715,0.12433,0.3429,0.069451,0.36137,1.5018284004845786
657.91,0.53499,147.89,7.9506,0.16062,0.11921,0.12774,0.058489,0.13736,0.12461,0.32789,0.069413,0.39026,1.5155922391072045
662.65,0.53868,146.94,8.0807,0.16036,0.11919,0.12727,0.058257,0.1378,0.12431,0.32343,0.069517,0.39746,1.5175967413920786
645.05,0.54359,146.84,7.8439,0.16086,0.11925,0.12822,0.05869,0.13703,0.1245,0.3008,0.069386,0.43505,1.5337735658526217
654.05,0.53898,149.26,8.1163,0.16041,0.11897,0.12697,0.058195,0.13791,0.12557,0.35667,0.069492,0.3802,1.5343987357136206
654.42,0.5401,149.51,8.1459,0.16037,0.11894,0.12686,0.058147,0.13799,0.12567,0.35979,0.069492,0.38437,1.541615787329409
654.23,0.53986,149.26,7.9579,0.16063,0.11912,0.12767,0.058487,0.13733,0.12503,0.35828,0.069354,0.38576,1.541672576218808
639.95,0.56196,147.05,7.9182,0.1607,0.1192,0.12796,0.058575,0.13722,0.12433,0.30065,0.069369,0.44913,1.5471358559428094
646.21,0.53703,149.34,7.9309,0.16077,0.11905,0.12771,0.058536,0.13731,0.12563,0.36657,0.069394,0.38423,1.5492025511722698
661.1,0.53771,149.24,7.9638,0.16057,0.11917,0.12767,0.058474,0.13732,0.12469,0.36983,0.069337,0.38381,1.5508693925996577
