Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
468.89,0.11146,115.77,6.7679,0.091842,0.64304,0.060123,0.078313,0.11301,0.052897,1.039222588199207
465.73,0.11137,115.77,6.6893,0.091827,0.64591,0.060105,0.078566,0.11294,0.05284,1.0421924910182845
468.38,0.11136,112.11,6.7761,0.091301,0.64695,0.060552,0.078479,0.11322,0.052818,1.043320537823733
475.0,0.11427,114.29,6.8048,0.091349,0.64978,0.060497,0.0781,0.11329,0.052886,1.0459004209434533
480.1,0.11214,112.43,6.8259,0.090991,0.65135,0.060785,0.078087,0.11342,0.052883,1.04751987453569
469.0,0.11217,111.21,6.7971,0.091149,0.65153,0.060683,0.078433,0.11333,0.052805,1.0479201752279703
469.62,0.11308,116.24,6.7393,0.091785,0.65229,0.060147,0.078297,0.11305,0.05288,1.048447027381701
474.71,0.11052,110.71,6.8467,0.091011,0.65312,0.060802,0.078272,0.11339,0.052851,1.0494438589749442
448.84,0.1318,108.52,6.7676,0.090867,0.65348,0.060942,0.078519,0.11383,0.052513,1.0501508975319773
468.84,0.11534,115.34,6.7246,0.091565,0.65473,0.060307,0.078332,0.11316,0.052833,1.0509236619846136
