iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.6072765880486634,0.22029386407699247,0.6773983028499982
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.26980991742694616,0.15533307288971246,0.319253970179049
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5933147197247212,0.1804561664635832,0.6507557015329075
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.31823017242979923,0.20708520190439245,0.3841474394783337
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16606096077882967,0.1503013575573388,0.2139033687961754
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.10473000244176105,0.14050485173793875,0.14945408580673472
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.02566652850849197,0.10107120954947935,0.057838493716644804
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.051988694315578766,0.1015654733841837,0.0843179885887011
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.09816839949569284,0.10140126244698613,0.1304454238040857
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.061615933162610576,0.0999000784571848,0.09341511576606883
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.017707326281153738,0.1004197017740632,0.049671910123466
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.044140778143866584,0.10070774088460166,0.07619704768267083
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.027471154352259986,0.09946159055558368,0.05913076192166662
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.010676472307889697,0.10065407877074499,0.04271566066533984
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.012169855717958115,0.10094656065066973,0.044302143949317925
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.19646426552782548,0.10175237928390858,0.2288530537966163
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.0165048056247367,0.10108382188962184,0.0486807854654448
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.012598436712783156,0.10071785090598255,0.04465792437134246
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.009684719766464596,0.10070716739678942,0.04174080675842859
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.01867110119992397,0.10123500980566255,0.05089520564897935
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.01765202561284316,0.10010524681726717,0.049516515333647745
22,702.28,435.33,39.202,237.08,148.02,145.58,61.891,11.758,0.04526882524942497,0.10137847042027644,0.07753859463038995
23,559.28,395.97,40.206,278.27,144.68,116.86,63.611,11.175,0.010160140664399594,0.10037572888605384,0.042110727501734425
24,487.75,459.42,5.4753,519.37,78.312,113.66,64.119,13.805,0.01727937798587551,0.17491786767470135,0.07295746453692106
25,558.4,403.02,50.118,217.28,117.65,173.53,62.584,10.966,0.013234931963710174,0.10055567871059964,0.04524279860921497
26,545.45,403.91,64.928,272.33,147.61,77.627,62.574,11.206,0.014872678884918264,0.10017066621426302,0.04675799224653481
27,587.83,392.97,40.236,323.13,141.94,116.87,62.097,11.807,0.01480138300516319,0.10021611951155937,0.04670116460066882
28,556.89,393.89,63.626,344.15,139.26,114.75,62.37,10.997,0.021551480328851572,0.09972060000493652,0.053293533166602236
29,580.41,360.08,33.88,286.34,150.3,116.21,62.394,11.522,0.016814088434136194,0.10069710638532244,0.048866972906685235
30,585.62,390.44,44.213,258.03,129.15,147.61,63.158,12.381,0.013749297145345576,0.10035211889861254,0.04569236869026516
