Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1589.8,0.1672,127.47,3.8933,0.34889,0.073231,0.040637,0.1444,0.11476,0.24544,0.10448,0.14647,0.1125,1.3308044226045372
1490.4,0.17862,127.46,3.9255,0.36269,0.072572,0.040279,0.14428,0.11433,0.24564,0.10423,0.14621,0.11252,1.3427450738297235
1584.1,0.17408,127.42,3.4263,0.33133,0.083563,0.047663,0.14689,0.12336,0.24185,0.10715,0.15164,0.11257,1.3460080113552506
1585.2,0.17385,127.5,3.4262,0.33214,0.083565,0.047669,0.14689,0.12336,0.24185,0.10716,0.15164,0.11257,1.3468451987714765
1582.9,0.17386,127.66,3.4168,0.3329,0.083806,0.047859,0.14695,0.12358,0.24177,0.10711,0.15177,0.11257,1.3483187369027
1584.9,0.17246,128.03,3.4705,0.33675,0.082431,0.046901,0.14663,0.12248,0.24219,0.10754,0.15108,0.11255,1.348544871660098
1584.4,0.16509,129.06,3.924,0.3697,0.072572,0.040411,0.14429,0.11441,0.24561,0.103,0.14627,0.11253,1.3487889658194732
1582.2,0.17353,127.87,3.4898,0.33986,0.081978,0.046546,0.1465,0.12207,0.24235,0.10764,0.15084,0.11254,1.3503284294305147
1547.1,0.17462,129.33,3.5074,0.34336,0.081548,0.046365,0.14644,0.12181,0.24245,0.10788,0.15064,0.11252,1.3530110728143114
1571.3,0.17483,128.59,3.4436,0.33944,0.083115,0.047408,0.14679,0.12304,0.24197,0.10739,0.15142,0.11256,1.3531228820727266
