iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9317204763275773,0.15616152333700534,2.981428233047267
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.765567490997112,0.20857649924535215,1.8319594527325136
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.2294593439906529,0.12532122071195934,0.26935032749189036
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.17964154739494267,0.0933602362931932,0.20935903358352081
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.3069347046641764,0.0922643177155211,2.336303349135029
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1849404681258635,0.20319866730806374,1.2496206127893912
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.6251131829301495,0.14682797569937409,2.6718499791636137
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.4493618336375088,0.09395244784471057,0.47926782661764716
9,574.58,10.867,98.053,2.6252,0.28518881105165694,0.10153638145578076,0.31750884507636046
10,510.35,1.1361,72.338,1.1049,0.31655595857507446,0.1241861434534635,0.35608563576335034
11,10.042,7.9138,109.38,4.8865,0.3634109794639687,0.16969375651834698,0.41742617978742363
12,490.34,14.995,74.455,4.7415,0.16999254939747033,0.09358498298071144,0.19978157467857258
13,479.94,8.1903,77.675,4.7541,0.1701898905719379,0.09350190181315904,0.1999524702960525
14,66.908,175.94,98.163,2.1344,0.4051002119066721,0.10594519397054755,0.4388236145411567
15,497.41,1.4083,88.153,2.9094,0.1645223139986629,0.09931531030381231,0.19613535911777724
16,401.73,0.012908,23.811,11.564,0.2895047900786793,0.09636707843922071,0.32017938384853206
17,441.67,10.891,93.212,1.9039,0.017191953591531466,0.10905357192224222,0.05190478365803622
18,455.78,13.932,91.906,1.9741,0.01601197283686253,0.10818469925917529,0.05044823214487824
19,456.3,13.186,91.329,1.963,0.013762521558809526,0.10830030097970397,0.04823557803732937
20,378.06,0.1232,91.858,3.1425,0.05969734841150837,0.09778118671231331,0.0908220668248208
21,442.23,0.035085,86.892,3.6555,0.13331830559599578,0.09549075653167746,0.1637139574391981
22,472.77,30.936,92.151,2.0247,0.04466067772987467,0.10753235303378464,0.07888928878513385
23,425.64,5.8749,91.036,2.1643,0.017802600770007483,0.10583811756440147,0.05149191992583877
24,412.57,8.5573,89.73,2.2046,0.01537979315934512,0.10536587806138045,0.0489187938127183
