Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1928.1,0.11681,125.88,6.7617,0.06091,0.12912,0.054233,0.26458,0.068197,0.094564,0.6715985668038488
1925.2,0.11637,124.85,7.0367,0.061491,0.12836,0.054204,0.26991,0.068,0.093643,0.6756116630520629
1928.6,0.11825,126.22,6.6437,0.06068,0.12959,0.054277,0.26868,0.068245,0.094965,0.6764314799886768
1931.0,0.11858,126.05,6.57,0.060526,0.12983,0.054299,0.27092,0.068275,0.095232,0.6790874669249486
1928.5,0.11841,126.67,6.579,0.060504,0.12977,0.054292,0.27359,0.068282,0.095247,0.6816790223228674
1931.9,0.11841,126.67,6.579,0.060496,0.1298,0.054306,0.27383,0.068271,0.095268,0.6819658706631238
1918.9,0.11625,126.84,6.6005,0.060454,0.1294,0.054205,0.27482,0.068365,0.095253,0.682497137029088
1931.2,0.11538,126.54,6.6591,0.060532,0.12928,0.054229,0.27507,0.068312,0.09513,0.6825527462555077
1894.9,0.1208,124.36,6.6381,0.061019,0.1295,0.05416,0.27514,0.06829,0.094451,0.6825544242591484
1932.1,0.11709,125.69,6.61,0.060565,0.12959,0.054263,0.27663,0.068289,0.095144,0.6844824384764985
