Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1885.1,0.00167,373.28,19.823,0.075806,0.11874,0.050673,0.12681,0.083319,0.069085,0.5244323673402144
1976.7,0.0016653,348.19,19.998,0.075717,0.11912,0.050704,0.13454,0.083523,0.068757,0.5323576320391681
1981.3,0.0016653,348.19,19.998,0.075708,0.11912,0.050706,0.13566,0.083539,0.068738,0.5334796364027465
1976.1,0.0016524,350.27,19.974,0.07574,0.11908,0.050705,0.13581,0.083498,0.068788,0.5336246446884109
1975.1,0.001663,348.18,19.948,0.075738,0.11911,0.050698,0.13687,0.083468,0.068816,0.5347047051379585
1905.9,0.0015866,349.33,19.836,0.076078,0.11899,0.050677,0.13669,0.08296,0.069359,0.5347565409688567
1921.5,0.0016756,347.2,19.77,0.075877,0.11909,0.050653,0.13754,0.083123,0.069196,0.5354744463000115
1946.4,0.0016738,348.25,19.798,0.075814,0.11909,0.050667,0.13813,0.083249,0.069059,0.5360110853679774
1975.1,0.0021101,346.49,19.889,0.074948,0.11937,0.050634,0.14006,0.084215,0.068129,0.5373604811216701
1976.7,0.0016653,330.72,19.998,0.075825,0.11936,0.050689,0.14011,0.083308,0.068921,0.5382170380114953
