Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
361.85,1.3995,127.53,9.9967,0.03191,0.031909700348869106
361.85,1.3995,127.53,9.9967,0.03191,0.03190970034903354
361.85,1.3995,127.53,9.9967,0.03191,0.03190970034908525
361.85,1.3995,127.53,9.9967,0.03191,0.03190970034926382
361.85,1.3995,127.53,9.9967,0.03191,0.031909700349766264
361.85,1.3995,127.53,9.9967,0.03191,0.031909700350250224
361.85,1.3995,127.53,9.9967,0.03191,0.0319097003504778
361.85,1.3995,127.53,9.9967,0.03191,0.031909700350517295
361.85,1.3995,127.53,9.9967,0.03191,0.03190970035079434
361.85,1.3995,127.53,9.9967,0.03191,0.03190970035086859
