Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378214
955.57,0.50131,166.14,2.3242,0.019684,0.01968382480837824
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378263
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378266
955.57,0.50131,166.14,2.3242,0.019684,0.01968382480837827
955.57,0.50131,166.14,2.3242,0.019684,0.01968382480837827
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378273
955.57,0.50131,166.14,2.3242,0.019684,0.01968382480837829
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378294
955.57,0.50131,166.14,2.3242,0.019684,0.019683824808378297
