Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1986.1,0.11611,126.47,16.737,0.12929,0.19942,0.055805,0.084979,0.070407,0.062852,0.602756492696371
1991.5,0.11581,126.35,17.013,0.12947,0.1997,0.055806,0.084869,0.070517,0.062818,0.6031795394498559
1996.1,0.11546,126.62,16.999,0.12941,0.20101,0.055807,0.084906,0.070473,0.062815,0.6044219847235032
1993.7,0.11677,125.17,17.024,0.12982,0.2017,0.055807,0.084671,0.070748,0.062857,0.6055989588989149
1991.3,0.11576,126.72,17.017,0.12939,0.20229,0.055805,0.084911,0.070464,0.062805,0.6056591340604287
1988.6,0.11544,126.55,16.545,0.12913,0.20265,0.055806,0.085085,0.070301,0.06288,0.605852417692508
1991.4,0.11688,125.19,17.059,0.12983,0.20206,0.055806,0.084664,0.070754,0.062849,0.6059597540695262
1995.8,0.11493,126.02,17.012,0.12949,0.2035,0.05581,0.084868,0.070527,0.062836,0.6070285738707623
1993.5,0.11481,126.23,17.063,0.12943,0.20409,0.055809,0.08489,0.070497,0.062818,0.6075357568175663
1991.6,0.11491,127.19,17.071,0.12925,0.20449,0.055805,0.084992,0.070369,0.062785,0.6076864818654021
