Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
703.77,0.51813,132.38,10.093,0.15737,0.12085,0.1222,0.055344,0.1428,0.11326,0.40625,0.072977,0.38634,1.577391853782191
696.67,0.53686,129.35,10.144,0.15717,0.12108,0.12216,0.055243,0.14305,0.11242,0.41107,0.073322,0.38467,1.5801827806553361
705.24,0.51906,131.28,10.08,0.15732,0.12094,0.12222,0.055341,0.14283,0.11285,0.40808,0.073107,0.38891,1.5815917733198175
686.01,0.54641,129.7,10.115,0.15726,0.12101,0.12217,0.055256,0.143,0.11282,0.42359,0.073251,0.37686,1.5852073159684845
689.03,0.53432,132.09,9.9848,0.15751,0.12077,0.12231,0.055423,0.14264,0.11362,0.41906,0.072954,0.38241,1.586691365424827
704.22,0.51286,133.95,10.172,0.15737,0.12073,0.12212,0.055308,0.14287,0.11376,0.42062,0.072817,0.38128,1.5868833878473454
684.28,0.55228,129.19,10.125,0.15722,0.12105,0.12217,0.05524,0.14304,0.11267,0.42665,0.073294,0.37729,1.588625693778005
688.32,0.55186,129.05,10.124,0.15718,0.12107,0.1222,0.055246,0.14303,0.11249,0.42221,0.073302,0.38401,1.590742945671027
680.33,0.55366,130.49,10.168,0.15727,0.12094,0.12211,0.055213,0.14306,0.11325,0.435,0.073153,0.37127,1.5912771685442206
688.47,0.55248,129.05,10.167,0.15714,0.12109,0.12215,0.055208,0.14311,0.1125,0.42518,0.073312,0.38168,1.591375275401822
