Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
652.33,0.1683,229.59,6.5395,0.053221,0.13325,0.10635,0.34956,0.030456,0.13299,0.11209,0.05246,0.22097,1.1913502642787623
652.01,0.16761,238.13,6.1393,0.052213,0.13191,0.10585,0.44643,0.032404,0.13311,0.11266,0.056008,0.22054,1.291126238135365
653.56,0.17333,233.76,6.0354,0.052214,0.13178,0.10573,0.46557,0.032594,0.13322,0.11275,0.056607,0.22049,1.3109548060294753
653.43,0.1733,233.58,6.0329,0.05221,0.13178,0.10573,0.46697,0.032603,0.13322,0.11276,0.056623,0.22049,1.3123852957051239
329.31,3.037,115.89,17.587,0.047903,0.13603,0.11441,0.49473,0.026832,0.13244,0.10714,0.040528,0.22198,1.3219822846047644
636.86,0.16766,239.41,6.2379,0.052338,0.132,0.10595,0.4826,0.031978,0.13301,0.11236,0.055382,0.22059,1.3262210385741182
648.48,0.17779,233.58,6.0391,0.052331,0.13176,0.10573,0.48637,0.03241,0.1332,0.11261,0.056537,0.22049,1.331436309224131
330.49,3.0102,116.39,18.098,0.047723,0.13616,0.11441,0.50608,0.026783,0.1327,0.10735,0.040162,0.22205,1.3334107889992788
327.23,3.0363,115.98,17.558,0.047916,0.13597,0.1144,0.50652,0.026845,0.1324,0.10709,0.04057,0.22197,1.3336817724611314
334.44,2.7231,117.46,17.984,0.04795,0.13681,0.11421,0.50589,0.026609,0.13323,0.10775,0.039318,0.22236,1.3341357901864002
