Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1323.4,0.37496,178.68,1.8246,0.44847,0.18715,0.1057,0.10136,0.080446,0.18112,0.23359,0.063844,0.028861,1.4305445665122738
1310.1,0.37687,179.85,1.8263,0.45092,0.18715,0.10569,0.10137,0.080428,0.1811,0.23358,0.063818,0.028891,1.4329511297377593
1310.1,0.37707,178.75,1.8267,0.45146,0.18714,0.1057,0.10136,0.080432,0.18107,0.23359,0.063766,0.028886,1.4334094957666605
1309.7,0.37649,179.98,1.8267,0.4515,0.18714,0.10569,0.10137,0.080423,0.1811,0.23357,0.063809,0.028895,1.4334971718196687
1308.9,0.37649,179.98,1.8277,0.45203,0.18713,0.10569,0.10136,0.080415,0.18107,0.23357,0.063779,0.028901,1.4339541848752786
1330.8,0.37325,176.77,1.8335,0.45444,0.18706,0.10573,0.10123,0.080385,0.18088,0.23354,0.063537,0.02888,1.4356845169734347
1312.4,0.37977,180.35,1.8054,0.45232,0.18732,0.10567,0.10161,0.080597,0.1816,0.23371,0.064434,0.028812,1.4360752831320303
1312.4,0.37975,180.34,1.805,0.45237,0.18732,0.10567,0.10161,0.0806,0.18161,0.23371,0.064443,0.028811,1.436148260517399
1338.7,0.37521,177.29,1.8219,0.45396,0.18716,0.10571,0.10134,0.080479,0.18117,0.23361,0.063914,0.028816,1.4361675028605148
1311.2,0.37472,180.34,1.8222,0.45393,0.18718,0.10568,0.10143,0.08045,0.18121,0.23359,0.06394,0.028882,1.4362853056022176
