Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
927.95,0.47718,159.97,2.7311,0.018453,0.018452674455094676
