Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
690.31,0.41338,123.09,4.9046,0.13772,0.10264,0.054025,0.25253,0.34251,0.11394,0.10969,0.032381,0.13774,1.2831824514239645
686.62,0.41338,123.09,4.9046,0.13771,0.10264,0.053984,0.25253,0.34262,0.11394,0.10969,0.032392,0.13775,1.2832664776900677
688.11,0.41278,123.16,4.9182,0.13762,0.10256,0.053808,0.25258,0.34427,0.11395,0.10959,0.032332,0.13772,1.2844225295699678
690.34,0.41103,123.09,4.9106,0.13767,0.10261,0.053914,0.25255,0.34699,0.11394,0.10969,0.032361,0.13774,1.287462751943731
690.55,0.41189,122.86,4.9137,0.13766,0.10257,0.053888,0.25257,0.34716,0.11395,0.10964,0.032333,0.13772,1.2874848317969951
693.26,0.4133,122.85,4.9063,0.13772,0.10261,0.054037,0.25255,0.34738,0.11395,0.10967,0.032354,0.13772,1.287985175004463
694.48,0.41178,123.15,4.9085,0.13769,0.10261,0.053994,0.25255,0.34762,0.11394,0.1097,0.032358,0.13772,1.2881906388385915
693.22,0.41331,122.67,4.9066,0.13772,0.1026,0.054038,0.25255,0.34782,0.11395,0.10966,0.032345,0.13772,1.28840307265062
690.74,0.41443,122.87,4.8901,0.13782,0.10273,0.05426,0.25247,0.34822,0.11393,0.10973,0.032444,0.13778,1.2893845541544278
690.9,0.41567,122.75,4.8985,0.13778,0.10265,0.054154,0.25251,0.34899,0.11395,0.10966,0.032389,0.13774,1.2898331462601653
