Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
454.15,0.62827,117.27,12.281,0.088476,0.2187,0.066128,0.064386,0.12786,0.055131,0.6206859870242455
454.89,0.62828,117.28,12.366,0.088443,0.2188,0.066151,0.064337,0.12789,0.055143,0.6207624114962839
454.06,0.62789,117.33,12.281,0.088479,0.21884,0.066124,0.064389,0.12785,0.055131,0.6208181340168593
456.59,0.62845,117.13,12.241,0.088461,0.21892,0.066154,0.064386,0.12791,0.055138,0.6209686029274072
457.18,0.62396,117.3,12.358,0.088424,0.21916,0.066175,0.06433,0.12793,0.055151,0.6211639391043264
456.19,0.62837,117.24,12.281,0.088456,0.21915,0.066152,0.06437,0.1279,0.05514,0.621165536781408
453.19,0.6279,117.63,12.452,0.088445,0.21936,0.066129,0.064318,0.12784,0.055143,0.6212308284158395
456.26,0.62838,117.36,12.245,0.088471,0.21932,0.066138,0.064391,0.12788,0.055138,0.6213363559754307
456.79,0.62827,117.24,12.279,0.088451,0.2196,0.066158,0.064366,0.12791,0.055142,0.6216277783146168
458.01,0.62759,116.96,12.287,0.088426,0.21972,0.066189,0.064348,0.12796,0.055146,0.6217815191472438
