Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g262),Error (g72),Error (g207),Error (g101),Error (g287),Error (curve),Error (g95),Error (g240),Error (g14),Reduced Error
1851.9,0.1789,149.24,5.8626,0.12969,0.10115,0.061144,0.03469,0.11087,0.36228,0.13399,0.2183,0.046488,1.1986046872806309
1846.9,0.17791,150.56,5.8193,0.12952,0.10109,0.061402,0.034837,0.11092,0.36287,0.13396,0.21833,0.046488,1.1994022806675257
1852.3,0.17783,150.01,5.8111,0.1295,0.10106,0.061451,0.034884,0.11092,0.36396,0.13396,0.21832,0.046467,1.2005284866072634
1849.3,0.17756,149.94,5.9581,0.12994,0.10132,0.060584,0.034255,0.11081,0.36483,0.13398,0.2183,0.046636,1.2006541006325708
1850.4,0.17804,149.62,5.9866,0.13004,0.10137,0.060424,0.034153,0.11079,0.36757,0.13399,0.21829,0.04665,1.2032702378695395
1848.4,0.17826,150.09,5.9499,0.12992,0.10131,0.060642,0.034301,0.11082,0.36788,0.13398,0.2183,0.046616,1.2037707381936311
1852.5,0.18027,148.71,5.8766,0.12978,0.10118,0.06107,0.034665,0.11085,0.36803,0.13401,0.21828,0.046466,1.2043273448131435
1847.0,0.17663,150.12,6.0221,0.1301,0.10141,0.060211,0.033969,0.11078,0.36895,0.13397,0.2183,0.046739,1.2044380648606583
1848.4,0.17672,150.11,5.9341,0.12985,0.10127,0.060713,0.034332,0.11083,0.36868,0.13397,0.21831,0.04663,1.204581823090744
1848.4,0.17646,150.1,6.0221,0.1301,0.10141,0.060213,0.033968,0.11078,0.36928,0.13397,0.21831,0.046742,1.2047588464602677
