Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.0092317,47.24,516.63,730.37,114.37,522.1,78.634,13.811,0.034565,0.55421,0.10252,0.14236,0.22235,0.067538,0.048212,0.1048,0.15292,1.4294811292891654
0.0059161,24.051,566.23,717.27,178.13,506.53,76.664,13.57,0.032377,0.5649,0.10202,0.14104,0.22293,0.064945,0.04876,0.10482,0.15198,1.4337741419153827
0.0018554,45.496,556.77,717.13,134.96,509.77,78.014,13.626,0.03261,0.57061,0.10302,0.14049,0.22246,0.062768,0.046971,0.10426,0.15074,1.4339204239543024
0.003983,24.4,566.48,715.73,183.56,506.81,76.369,13.571,0.032335,0.56837,0.10202,0.14075,0.22269,0.063841,0.048483,0.10474,0.15118,1.4344113864344263
0.097958,23.341,566.35,710.45,184.78,506.55,76.668,13.575,0.03194,0.55649,0.10266,0.14318,0.22455,0.066887,0.048198,0.10605,0.15467,1.4346145225356302
0.09807,23.711,566.36,710.55,184.81,506.87,76.7,13.995,0.031881,0.55955,0.1027,0.14324,0.22463,0.066981,0.048066,0.10599,0.15475,1.437793087925172
0.098221,24.021,566.35,710.73,184.39,506.87,76.7,14.004,0.0319,0.56085,0.10269,0.14323,0.22462,0.066979,0.048029,0.10599,0.15473,1.4390337281261363
0.091731,23.335,566.09,728.45,183.59,501.84,76.937,13.55,0.032185,0.56081,0.10287,0.14321,0.22453,0.06704,0.048219,0.10609,0.1546,1.4395540894620198
0.09301,24.543,566.38,710.66,186.07,506.94,76.727,13.601,0.032067,0.56279,0.10265,0.14314,0.2245,0.066848,0.048061,0.10613,0.15433,1.4405204324310377
0.097652,23.313,566.34,727.67,180.99,501.86,76.715,13.552,0.032131,0.56237,0.10283,0.14322,0.22452,0.067021,0.048202,0.106,0.15484,1.4411484609384444
