Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1342.9,0.19067,125.19,5.09,0.057042,0.13283,0.16026,0.10102,0.068913,0.054662,0.5747273578966057
1352.7,0.18754,125.5,5.0888,0.057032,0.13283,0.16163,0.10108,0.068918,0.054664,0.5761467387123349
1332.8,0.19206,124.23,5.1889,0.057291,0.1324,0.1641,0.10031,0.068741,0.054493,0.577330556422339
1340.5,0.19224,124.34,5.0788,0.057014,0.13298,0.1642,0.10108,0.06893,0.054674,0.5788821636173277
1325.8,0.19433,125.19,5.0903,0.057038,0.13273,0.16515,0.10097,0.068903,0.054663,0.5794564502118105
1324.2,0.19421,125.1,5.09,0.057032,0.13273,0.16526,0.10098,0.068905,0.054661,0.5795626823098431
1322.6,0.19433,125.25,5.0929,0.057039,0.13269,0.16606,0.10096,0.068899,0.054657,0.5802963873257918
1322.2,0.19393,125.29,5.1748,0.057253,0.13228,0.16717,0.10038,0.068759,0.054528,0.5803695468996938
1323.1,0.19427,125.24,5.0839,0.057016,0.13273,0.16626,0.10102,0.068915,0.054672,0.5806180754028465
1326.8,0.19523,124.94,5.0686,0.056987,0.13288,0.16666,0.10111,0.06894,0.054698,0.5812816192273003
