Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
37.719,6.5953,455.46,17.117,0.15425,0.12593,0.21696,0.063202,0.13434,0.090317,0.78895,0.081942,0.28067,1.9365565504323463
29.068,7.7082,459.31,16.822,0.15536,0.12609,0.24013,0.063185,0.13495,0.089907,0.87997,0.084656,0.22219,1.9964375863536914
74.177,5.6303,295.63,16.2,0.15363,0.12306,0.15936,0.061934,0.13579,0.098488,0.96908,0.076916,0.23301,2.01127166312328
40.285,6.7212,443.58,17.777,0.15411,0.12587,0.2166,0.063268,0.1348,0.091735,0.97901,0.081356,0.25493,2.1016728327931617
41.831,7.9418,386.44,13.416,0.15682,0.12274,0.17605,0.0632,0.13316,0.097318,0.95624,0.080701,0.33503,2.121262626738083
42.468,8.0643,271.41,16.189,0.15591,0.12339,0.19433,0.061702,0.13715,0.097947,0.88706,0.082919,0.38264,2.1230480356465695
43.829,6.1317,447.9,17.16,0.15373,0.12571,0.20376,0.063205,0.13405,0.090872,0.84677,0.080371,0.44738,2.145856819590136
76.959,8.0995,148.95,14.895,0.15753,0.1192,0.14312,0.060699,0.1405,0.11638,0.89795,0.080017,0.51876,2.2341544419514587
74.655,8.1868,159.86,14.501,0.15769,0.11915,0.14323,0.060906,0.13977,0.1156,0.87989,0.079954,0.54852,2.244718255489082
59.412,9.1579,178.11,17.24,0.15701,0.12129,0.17185,0.061447,0.14057,0.11178,0.94747,0.081007,0.4652,2.25762964249725
