Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Param (cp_gamma_0),Error (g59),Error (g237),Error (g86),Error (g63),Error (g303),Error (curve),Reduced Error
227.22,0.66203,47.852,6.7868,4.3185e-07,0.067875,0.096893,0.053825,0.13217,0.058973,0.66477,1.0745070360929367
217.0,0.86699,49.117,5.2142,1.3772e-06,0.068935,0.10055,0.054621,0.13156,0.05734,0.66577,1.0787838459175343
216.72,0.87216,48.548,4.8797,1.4738e-06,0.069329,0.10251,0.054913,0.13201,0.056543,0.66353,1.0788354636950794
222.93,0.61211,45.748,3.4453,1.3384e-06,0.072894,0.12213,0.059688,0.13983,0.05493,0.63057,1.080035449011001
209.77,0.9062,48.116,4.7257,1.4899e-06,0.069632,0.10347,0.055058,0.13212,0.056183,0.66724,1.0837112795806203
209.24,0.66113,47.71,3.4428,1.4732e-06,0.072965,0.12248,0.05994,0.13965,0.055162,0.63675,1.0869498942373492
209.22,0.66115,47.393,3.4453,1.4732e-06,0.072957,0.12239,0.059906,0.13962,0.05513,0.63697,1.0869792658431408
209.22,0.66082,47.706,3.4406,1.4706e-06,0.072976,0.12253,0.059959,0.13968,0.055175,0.63727,1.0875826548987388
211.89,0.64799,45.446,3.4866,1.3435e-06,0.072739,0.12152,0.059597,0.13947,0.054895,0.63942,1.0876300636301073
212.7,0.65584,46.923,3.4478,1.5106e-06,0.072929,0.12214,0.059766,0.13953,0.055012,0.64075,1.0901247130953708
