Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
657.48,0.61412,134.79,8.6384,0.15915,0.11977,0.12605,0.057362,0.13954,0.11862,0.42002,0.070343,0.32756,1.5384211556133738
658.64,0.61174,134.11,8.7175,0.15907,0.11984,0.12587,0.057256,0.13973,0.11806,0.43464,0.070431,0.31414,1.539040043443122
656.26,0.61114,135.65,8.7041,0.15914,0.11972,0.12585,0.057253,0.13968,0.11865,0.42596,0.070351,0.32255,1.5391558990390524
650.03,0.61902,134.29,8.8087,0.15903,0.11984,0.1256,0.057112,0.13991,0.11786,0.44679,0.070488,0.30481,1.5414374227293555
649.76,0.61464,134.99,8.8036,0.15908,0.11976,0.12558,0.057108,0.13991,0.11822,0.44139,0.070455,0.31025,1.5417393753876663
653.72,0.61457,134.99,8.6746,0.15915,0.11974,0.12594,0.0573,0.13963,0.11867,0.42827,0.070356,0.32339,1.5424356782546693
649.46,0.62138,134.31,8.7696,0.15905,0.11982,0.1257,0.05717,0.13982,0.11801,0.44471,0.070447,0.30813,1.542861758585241
656.69,0.62089,134.32,8.7697,0.15898,0.11989,0.12574,0.057182,0.1398,0.11763,0.44878,0.070448,0.30552,1.5439892306401715
657.0,0.62031,134.69,8.6743,0.15907,0.11983,0.12598,0.057313,0.1396,0.11823,0.43553,0.070365,0.31946,1.545370085453271
648.0,0.62614,134.77,8.7568,0.15905,0.11981,0.12573,0.057184,0.13977,0.11811,0.44596,0.070411,0.31013,1.5461617834851626
