Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
697.18,0.40054,118.17,17.109,0.069527,0.062076,0.084644,0.37159,0.12791,0.055678,0.7714264951852289
699.13,0.39566,118.43,20.0,0.071213,0.061948,0.083697,0.37066,0.13039,0.055466,0.773382316932147
699.13,0.39566,118.43,19.996,0.071213,0.061948,0.083698,0.37073,0.13039,0.055466,0.7734513351644325
697.49,0.39645,118.4,19.996,0.071206,0.061953,0.083701,0.37085,0.13038,0.055464,0.7735571220690486
698.01,0.39649,118.52,19.993,0.0712,0.061949,0.083704,0.37092,0.13038,0.055467,0.7736213620027274
697.7,0.39632,118.42,19.97,0.0712,0.061952,0.083704,0.37142,0.13037,0.055465,0.7741135989757797
697.78,0.39467,118.65,19.996,0.071183,0.061959,0.08372,0.37166,0.13037,0.055465,0.774354585775183
701.94,0.3938,118.65,19.942,0.071195,0.061941,0.083707,0.37183,0.13036,0.055474,0.7745157705519911
695.03,0.39634,118.59,19.993,0.071175,0.061965,0.083724,0.37234,0.13035,0.055461,0.7750158085523697
695.13,0.39626,118.56,19.994,0.071178,0.061965,0.083722,0.37236,0.13035,0.055461,0.7750444622707187
