Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
3935.3,0.19954,27.272,9.4114,0.11879,0.15405,0.058042,0.13668,0.41128,0.058623,1.1554,0.1339,0.098284,2.325050011318271
304.74,0.024818,2.1318,1.0349,0.095996,0.23961,0.069129,0.15429,0.25912,0.080732,1.0729,0.11921,0.33842,2.429404842967022
3061.3,0.24151,11.487,8.6334,0.11722,0.15961,0.056986,0.13606,0.45948,0.058601,1.2234,0.13823,0.12203,2.4715894329250747
539.85,0.059831,1.2251,1.3459,0.098559,0.22958,0.05554,0.16385,0.28365,0.075315,1.2678,0.1216,0.27498,2.570827843235539
2123.0,0.0022418,41.647,1.196,0.095276,0.22101,0.064529,0.16642,0.23146,0.088775,1.393,0.10437,0.21333,2.5781848826100395
161.22,0.025441,53.69,1.1196,0.091961,0.2316,0.092235,0.17768,0.30525,0.087359,1.0062,0.12457,0.47253,2.5894037698907866
3043.2,0.24233,12.993,9.6839,0.11816,0.15845,0.059972,0.13068,0.71821,0.057717,1.1129,0.14018,0.12212,2.618416365861226
3092.9,0.074672,93.346,3.745,0.1033,0.18414,0.051322,0.16884,0.25958,0.073019,1.5337,0.1129,0.13616,2.623003090244868
2163.1,0.0048638,99.008,1.4669,0.092218,0.21579,0.067186,0.15728,0.2307,0.088252,1.4497,0.10764,0.23184,2.6406194531912086
2257.3,0.0017286,74.522,1.0727,0.093531,0.2239,0.072663,0.1576,0.233,0.090924,1.456,0.10689,0.23077,2.665295572150493
