Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1480.3,0.17409,123.45,6.5457,0.061526,0.12996,0.20595,0.093801,0.068039,0.05468,0.6139489177939784
1479.7,0.17413,123.45,6.5409,0.061516,0.12997,0.20599,0.093814,0.068041,0.05468,0.6140045694160449
1480.2,0.17413,123.54,6.6029,0.061639,0.12986,0.20625,0.093647,0.06801,0.054676,0.6140776592834846
1480.3,0.17411,123.54,6.609,0.061652,0.12985,0.20648,0.09363,0.068004,0.054676,0.6142912766910661
1479.9,0.17451,123.57,6.6029,0.061639,0.12987,0.20665,0.093647,0.068009,0.054674,0.6144858302210555
1470.2,0.17633,123.53,6.5688,0.061576,0.12994,0.20657,0.093731,0.068017,0.054674,0.6145063605361869
1479.7,0.17412,123.11,6.6035,0.06165,0.12986,0.2068,0.093636,0.068009,0.054674,0.6146300571347546
1481.1,0.17414,123.56,6.6144,0.061662,0.12985,0.20687,0.093616,0.067999,0.054675,0.6146670836363257
1480.5,0.17364,123.63,6.625,0.061682,0.12983,0.2071,0.09359,0.067988,0.054678,0.6148642239304907
1467.6,0.175,124.65,6.52,0.061452,0.12998,0.207,0.093894,0.068048,0.054692,0.6150587656951952
