Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
0.73278,707.54,0.00055707,648.66,636.57,775.01,27.578,5.0061,0.1457,0.67455,0.0488,0.18708,0.23174,0.11567,0.099905,0.044558,0.047002,1.594997624350157
0.73294,689.82,0.00055716,640.96,636.58,772.98,27.552,4.9679,0.14608,0.69939,0.048988,0.18779,0.23175,0.11611,0.10006,0.043941,0.046817,1.620925889182457
0.76004,707.12,0.00055679,645.47,636.47,772.75,27.84,5.0066,0.14593,0.70438,0.048841,0.18717,0.23165,0.1157,0.099717,0.044563,0.047034,1.6249830580400129
0.7326,707.54,0.00057767,648.66,635.57,769.82,27.035,4.9495,0.14592,0.71118,0.048957,0.18783,0.23177,0.11623,0.10019,0.044026,0.046841,1.6329562918125842
0.73293,707.03,0.00055664,647.34,635.42,696.01,27.545,5.0205,0.14808,0.73628,0.049958,0.19155,0.23171,0.11852,0.099509,0.042449,0.047705,1.6657522356633179
0.73593,705.47,0.00056648,646.91,636.57,695.43,27.279,5.0057,0.14817,0.79795,0.050016,0.19186,0.23176,0.11877,0.099684,0.042275,0.047605,1.7281002580161093
0.73282,707.52,0.00055989,648.86,636.54,772.67,29.115,5.0365,0.14541,0.81724,0.048692,0.18605,0.23128,0.11496,0.099369,0.044852,0.047249,1.7351009620379856
0.84434,686.56,0.0027584,618.27,636.57,770.31,72.716,5.0222,0.1386,0.95786,0.052378,0.1685,0.22204,0.15093,0.095467,0.039929,0.043002,1.868700509056729
0.85431,707.49,0.00055072,641.95,646.56,775.81,27.616,4.9968,0.14619,0.96472,0.048724,0.18678,0.23165,0.11547,0.099553,0.044995,0.047028,1.8851073983365014
0.92284,692.49,0.00055711,648.7,635.08,774.98,27.554,5.0198,0.14661,0.98433,0.048844,0.18723,0.23173,0.11568,0.099494,0.045015,0.046993,1.9059192372560743
