Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
740.81,0.36627,116.59,18.95,0.055868,0.29625,0.13019,0.070622,0.084455,0.06216,0.6995490262046042
747.21,0.36666,116.48,18.981,0.055868,0.29662,0.13023,0.07065,0.084432,0.062132,0.6999321983072925
729.85,0.36723,118.14,18.963,0.055882,0.29749,0.1301,0.07049,0.084546,0.062181,0.7006889196264869
723.13,0.37675,117.33,18.962,0.055878,0.29773,0.13017,0.070562,0.084494,0.06215,0.7009885771075427
733.44,0.36447,118.82,18.992,0.055889,0.29838,0.13008,0.070453,0.084566,0.06218,0.701550087803773
730.89,0.36456,118.68,18.996,0.055886,0.29899,0.13007,0.07045,0.084571,0.062188,0.702156306269651
729.87,0.36982,117.67,17.801,0.055832,0.2997,0.12959,0.069972,0.08493,0.062356,0.7023816272932912
739.59,0.36628,116.46,18.956,0.055867,0.29915,0.13019,0.07063,0.084452,0.062163,0.7024602392885958
737.84,0.36713,116.47,18.188,0.055839,0.29976,0.12982,0.07027,0.084722,0.062274,0.7026875143532026
731.17,0.3677,118.66,18.951,0.055888,0.29953,0.13009,0.070458,0.084562,0.062174,0.7026964497814224
