Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1246.9,0.45436,189.04,1.5534,0.12567,0.12121,0.25534,0.16975,0.1876,0.22494,0.60037,0.18566,0.10323,1.973767582503048
1242.2,0.45811,188.48,1.5424,0.12577,0.12144,0.25531,0.17001,0.18786,0.21088,0.61608,0.18596,0.10348,1.9767916826438243
1248.1,0.4584,190.06,1.5226,0.12596,0.12185,0.25524,0.1705,0.18833,0.20384,0.62463,0.1865,0.1039,1.980742094217063
1247.5,0.45302,188.42,1.5587,0.12562,0.12111,0.25536,0.16962,0.18748,0.2355,0.60015,0.18552,0.10313,1.9834839633794148
1243.1,0.45255,189.53,1.5527,0.12567,0.12122,0.25535,0.16978,0.18762,0.22541,0.60983,0.18566,0.10322,1.9837600154458896
1249.4,0.45919,188.49,1.5266,0.12593,0.12177,0.25525,0.17038,0.18822,0.20445,0.62878,0.1864,0.10382,1.9849982357754303
1233.5,0.45621,190.76,1.5613,0.12558,0.12105,0.25537,0.16959,0.18742,0.23587,0.60449,0.18544,0.10307,1.9878858048601762
1240.0,0.4513,192.12,1.5543,0.12564,0.12118,0.25536,0.16978,0.1876,0.22945,0.61069,0.1856,0.10322,1.9885176284384751
1248.3,0.45438,186.53,1.554,0.12567,0.1212,0.25535,0.16971,0.18758,0.22493,0.61539,0.18565,0.10321,1.9886994949147023
1248.2,0.45443,186.52,1.554,0.12567,0.12121,0.25535,0.16972,0.18758,0.22481,0.61554,0.18565,0.10321,1.9887368492778277
