Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1252.1,0.17571,125.37,18.787,0.06301,0.13281,0.055959,0.13635,0.08205,0.073523,0.5437064178215824
1252.1,0.1758,125.47,18.829,0.062987,0.13276,0.05597,0.1382,0.08213,0.073418,0.5454664244876707
1252.7,0.17808,124.64,18.787,0.062994,0.13285,0.055947,0.13887,0.082027,0.073575,0.5462608862568024
1237.5,0.17587,125.75,18.772,0.063032,0.13278,0.055956,0.14308,0.082061,0.073496,0.550407405667583
1260.0,0.1778,123.39,18.839,0.062987,0.13289,0.055938,0.14568,0.082028,0.073612,0.5531346798891571
1257.7,0.17778,125.04,18.807,0.062972,0.13281,0.055961,0.1469,0.082081,0.073494,0.5542190272988445
1251.5,0.17383,126.54,18.852,0.062979,0.13267,0.055993,0.14842,0.082223,0.073267,0.5555476314232668
1264.3,0.17554,123.75,18.833,0.063004,0.13289,0.055943,0.15073,0.082014,0.073617,0.5581910775737633
1265.1,0.18332,122.53,19.004,0.062844,0.13273,0.055966,0.15234,0.08233,0.073254,0.5594668833514606
1160.4,0.20046,124.72,19.154,0.062702,0.13203,0.055999,0.15412,0.083043,0.072266,0.5601650603889894
