Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1979.3,0.12185,126.22,8.0671,0.064361,0.12852,0.20028,0.090634,0.067013,0.054791,0.6056056508945963
1979.3,0.12185,125.73,8.4367,0.064853,0.12828,0.20139,0.090175,0.06673,0.054857,0.6062828376427987
1981.6,0.12257,124.99,8.1,0.064474,0.1286,0.20202,0.090534,0.066973,0.054769,0.6073613311116389
1991.9,0.12246,124.87,7.9629,0.064271,0.12869,0.20375,0.090753,0.067066,0.054717,0.6092420826396537
1979.3,0.12091,127.26,8.169,0.064459,0.12839,0.20549,0.090513,0.066954,0.054842,0.6106429529398174
1975.0,0.1235,124.37,8.069,0.064469,0.12865,0.20762,0.090545,0.066983,0.054751,0.6130239458960189
1979.2,0.12005,126.89,8.6034,0.065004,0.12811,0.21245,0.09002,0.066631,0.05493,0.6171487949662888
1723.6,0.14316,125.02,7.9482,0.064343,0.12862,0.21342,0.090608,0.066963,0.054879,0.6188258644816718
1723.4,0.143,125.38,7.8141,0.064129,0.12868,0.21381,0.090829,0.067095,0.054853,0.6193927466822147
1723.6,0.1435,124.5,8.0045,0.064452,0.12861,0.21614,0.090503,0.066898,0.05488,0.62148688038479
