iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,910.7981660366103,2.729338042036617,189.0184348029363,1.8858750353970875,1.1105799874651472,nan,nan
2,1376.6960118326238,0.03675473183078426,354.889243619851,16.950920501419127,0.4181743932024769,nan,nan
3,3933.3431422937438,5.9221984479764505,53.141372533191806,13.837226461354382,0.5839614961585419,nan,nan
4,221.96186181559912,2.2394726867186936,263.57226750129604,19.6023203840313,0.30969398827855177,nan,nan
5,2850.193196432927,9.99413472382887,437.427919673209,3.5994214607635953,0.22001463209755065,nan,nan
6,2031.1010864360935,6.967057211861443,444.6817027655617,7.441672985792682,0.20827320172973465,nan,nan
7,3420.8145709710757,4.699405100029534,140.02892975685526,10.097216612869309,4.897082725914483,nan,nan
8,1638.612247807128,7.7973654080942545,72.244798321204,10.976120381372345,8.463440366767104,nan,nan
9,905.19,2.7489,190.08,1.8804,1.1125292648585052,nan,nan
10,910.09,2.7018,189.73,1.8593,1.0917051686790111,nan,nan
11,921.33,2.7464,188.04,1.8859,1.108253835421877,nan,nan
12,909.29,2.7313,191.3,1.8865,1.1076333397892413,nan,nan
13,917.22,2.7577,187.36,1.8737,1.1080129483645784,nan,nan
14,921.06,2.7815,189.36,1.8802,1.1086274890781758,nan,nan
15,906.44,2.7666,189.7,1.8947,1.1224915780738913,nan,nan
16,908.52,2.7328,190.63,1.8943,1.113663909799555,nan,nan
17,933.95,2.7145,192.24,1.9024,1.094995648004303,nan,nan
18,915.08,2.7265,189.9,1.9135,1.1192656557647753,nan,nan
19,903.18,2.7859,187.68,1.8691,1.1187553709006304,nan,nan
20,896.81,2.7733,189.43,1.9195,1.1424951135501276,nan,nan
21,915.08,2.7059,186.17,1.8741,1.1034795131605784,nan,nan
22,916.29,2.7635,186.24,1.8981,1.1237878728083834,nan,nan
23,911.42,2.7621,184.72,1.8843,1.1228271589908545,nan,nan
24,903.77,2.7256,186.06,1.8829,1.1188957906596115,nan,nan
25,923.03,2.7104,186.1,1.9059,1.114600741098233,nan,nan
26,910.63,2.7765,186.02,1.8587,1.1103923644309919,nan,nan
27,906.2,2.7236,189.25,1.8873,1.1129734714736685,nan,nan
