Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
2881.6,6.8904,402.95,6.8762,0.12885,0.06886,0.11858,0.15839,0.72431,0.13673,0.50345,0.11936,0.059175,2.0176940000695547
2877.3,7.0831,404.61,6.8147,0.12776,0.069685,0.11921,0.15695,0.58165,0.13709,0.70619,0.11369,0.058937,2.0711735367271875
2867.5,6.9277,399.98,6.8466,0.12804,0.069338,0.11877,0.15769,0.48302,0.13729,0.83968,0.11727,0.05891,2.1100123410797558
2882.1,6.8803,405.13,6.8631,0.12848,0.069183,0.11883,0.15791,0.81496,0.13679,0.55734,0.11725,0.059104,2.159847950230289
2849.5,6.8917,397.19,6.8649,0.12851,0.069048,0.11847,0.15832,0.48289,0.1372,0.94115,0.11988,0.059042,2.214506087988351
2924.0,7.0271,406.17,6.8595,0.12864,0.068886,0.11878,0.15809,0.7944,0.13665,0.6485,0.11769,0.059043,2.2306801660040847
2904.4,6.5904,397.02,6.9391,0.1293,0.067949,0.11793,0.15956,0.56266,0.13705,0.88499,0.12587,0.059089,2.2443997439124246
2873.0,6.8781,405.41,6.8502,0.12816,0.069467,0.11899,0.15753,0.78485,0.13693,0.69657,0.11578,0.059047,2.267319618581228
2885.4,9.5165,454.25,6.6254,0.1289,0.067612,0.11951,0.1567,0.49967,0.13343,1.037,0.10873,0.059474,2.3110033657650626
2881.2,6.8301,401.19,6.9186,0.12994,0.068094,0.11809,0.15953,0.81113,0.13633,0.70608,0.12403,0.059484,2.3127041648414437
