Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1687.7,0.13724,125.38,15.713,0.070386,0.084898,0.12946,0.21285,0.063225,0.055708,0.6165369352370511
1703.5,0.13756,124.54,15.983,0.070582,0.08478,0.12968,0.21288,0.063138,0.055722,0.6167854703125015
1740.9,0.13508,124.32,15.711,0.070512,0.084839,0.12968,0.21337,0.063195,0.055741,0.6173430941907057
1731.7,0.13457,125.2,16.084,0.070506,0.084836,0.12969,0.21587,0.063127,0.055742,0.6197732462520591
1736.5,0.13404,125.2,16.084,0.070494,0.084845,0.12969,0.21595,0.063131,0.055744,0.6198522157538614
1768.9,0.13009,125.99,16.052,0.070317,0.084957,0.1296,0.21767,0.063161,0.055767,0.6214732075816014
1768.9,0.13007,125.96,16.049,0.070318,0.084957,0.1296,0.21768,0.063162,0.055767,0.621482748257283
1804.8,0.12794,125.75,16.046,0.070327,0.084963,0.12968,0.21784,0.063155,0.055788,0.6217526598984973
1737.0,0.13245,126.18,16.079,0.070335,0.084935,0.12956,0.2182,0.063154,0.055749,0.6219279560591765
1766.8,0.13014,125.89,16.056,0.070323,0.084954,0.1296,0.21814,0.063163,0.055765,0.6219415636350052
