Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
339.3,1.3538,130.51,7.0398,0.053879,0.05387929122423416
339.3,1.3538,130.51,7.0398,0.053879,0.05387929125257057
339.3,1.3538,130.51,7.0398,0.053879,0.05387929126894311
339.3,1.3538,130.51,7.0398,0.053879,0.05387929126987034
339.3,1.3538,130.51,7.0398,0.053879,0.05387929130931268
339.3,1.3538,130.51,7.0398,0.053879,0.05387929130999287
339.3,1.3538,130.51,7.0398,0.053879,0.05387929131407923
339.3,1.3538,130.51,7.0398,0.053879,0.05387929131513775
339.3,1.3538,130.51,7.0398,0.053879,0.05387929131545295
339.3,1.3538,130.51,7.0398,0.053879,0.053879291315469306
