iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.2984431972401943,0.08867664620186268,0.3266698503998695
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.051569348853536125,0.08411276876617754,0.0783432747061016
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17027494519621406,0.07799704428137338,0.1951021754840901
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.16242514248249493,0.07385331659203112,0.18593338328119982
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.18960654283485193,0.07233077888166976,0.21263014482826115
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.02205215370529222,0.07301039963125547,0.04529208570215022
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.03500938895406598,0.07295543605699072,0.058231825501855516
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.031841440058847786,0.07316439196133782,0.05513038933676748
9,494.02,0.50636,99.313,12.387,4.517e-06,0.018145933159170128,0.073235646635633,0.04145756350435478
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.01950674440706987,0.07310302553008449,0.042776160143241815
11,455.66,0.58146,102.25,13.326,8.357e-06,0.0244349675699659,0.07319933334803157,0.047735039036707186
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.018321584190327766,0.0731432899721683,0.04160381649647665
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.021714583052114343,0.07310738118727518,0.044985385237030905
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.0657015293641632,0.07316262048725547,0.08898991476436935
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.016698872357569547,0.07314688278950746,0.03998224829299674
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.018822754379436858,0.0730448354905677,0.04207364765075318
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.017544660256099832,0.07307039708390585,0.040803690035282295
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.016778028328621814,0.07309962251812697,0.040046360852444875
19,302.32,0.50201,75.631,12.165,7.615e-08,0.043581895407771715,0.0729558461664654,0.06680446249746146
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.022363297384516295,0.07315135755062044,0.04564809768064407
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.015692184780897563,0.07311934055645739,0.03896679375125735
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.014773285269682778,0.07313937998916328,0.038054272989586364
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.027024384554285918,0.0732384000288943,0.05033689133176619
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.019063503881534216,0.07308352066986004,0.04232671102786808
