Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1962.9,0.13126,121.72,6.2263,0.068282,0.054616,0.094023,0.061271,0.1243,0.1309,0.533397296719478
1961.9,0.13148,121.56,6.253,0.068248,0.05461,0.093893,0.061365,0.12443,0.13086,0.5334069565401978
1963.0,0.13166,121.72,6.2263,0.068272,0.054618,0.09402,0.061275,0.12437,0.13092,0.5334776123849485
1969.7,0.13093,122.02,6.2267,0.068284,0.054623,0.094056,0.061244,0.12512,0.1309,0.5342262441995277
1964.7,0.13103,121.72,6.2257,0.068286,0.054615,0.094027,0.061266,0.1253,0.1309,0.5343946196719351
1963.7,0.13094,122.21,6.2114,0.068311,0.054632,0.094147,0.061179,0.12654,0.13091,0.5357240216976358
1962.8,0.13127,121.79,6.1974,0.068312,0.05462,0.094164,0.061169,0.12654,0.13095,0.535752835447103
1971.4,0.12993,122.7,6.2611,0.068286,0.054638,0.093992,0.061281,0.1272,0.1308,0.5361912461250367
1982.0,0.12906,122.88,6.2538,0.068303,0.054637,0.094046,0.061237,0.12848,0.13079,0.5375005867260347
1982.4,0.12905,122.49,6.2333,0.068316,0.054625,0.094091,0.061206,0.12879,0.13083,0.5378636897389826
