Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1472.4,0.17783,124.01,4.9562,0.10951,0.052752,0.10185,0.38744,0.13776,0.032144,0.25281,0.11404,0.13713,1.3254338378802966
1472.9,0.17793,124.04,4.956,0.10951,0.05276,0.10185,0.3875,0.13776,0.032145,0.25281,0.11404,0.13713,1.3255018959272482
1454.7,0.18119,123.42,4.9418,0.10982,0.05298,0.10199,0.38694,0.13785,0.032181,0.25272,0.114,0.13722,1.3257064727854913
1471.7,0.17775,124.07,4.9589,0.10947,0.0527,0.10183,0.38787,0.13776,0.032137,0.25283,0.11405,0.13712,1.3257466067872288
1455.1,0.18133,123.35,4.9395,0.10986,0.053028,0.10201,0.38703,0.13785,0.032187,0.25271,0.114,0.13723,1.3258997762227398
1452.7,0.18164,123.3,4.9427,0.10985,0.052972,0.10198,0.38719,0.13785,0.032172,0.25273,0.114,0.13721,1.3259494514787504
1452.5,0.18184,123.32,4.942,0.10985,0.052987,0.10199,0.38726,0.13785,0.032175,0.25272,0.114,0.13721,1.3260363226576561
1452.8,0.18183,123.32,4.943,0.10984,0.052971,0.10198,0.3873,0.13784,0.03217,0.25273,0.114,0.13721,1.3260374251157943
1452.9,0.18138,123.35,4.9503,0.10976,0.052843,0.10191,0.38767,0.13782,0.032141,0.25277,0.11401,0.13717,1.3260981947654742
1454.3,0.1812,123.35,4.9388,0.10987,0.053029,0.10201,0.38725,0.13786,0.032191,0.25271,0.114,0.13723,1.3261566343284177
