Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.2089,411.65,627.63,765.11,169.85,306.73,67.931,10.085,0.041657,0.6353,0.97199,0.13579,0.22322,0.048252,0.037498,0.10139,0.14608,2.341170173111
0.85515,411.25,627.57,764.86,171.19,324.69,65.256,10.092,0.040321,0.63648,0.97644,0.13714,0.22307,0.047264,0.038185,0.10154,0.14571,2.3461518353834108
0.69562,411.23,628.16,765.15,167.93,332.53,66.167,10.343,0.040478,0.62367,1.0001,0.13705,0.22304,0.047911,0.038478,0.10135,0.1463,2.3583704475087295
0.037085,411.96,627.54,757.98,209.7,321.53,74.119,10.06,0.041227,0.38645,1.2446,0.13476,0.2232,0.048512,0.036851,0.10235,0.1445,2.3624626533547968
0.39602,411.5,627.84,764.03,164.3,329.36,67.506,10.324,0.041079,0.63266,1.002,0.13646,0.22305,0.048548,0.03822,0.10121,0.14681,2.3700787883079335
0.024706,411.63,627.56,761.53,166.2,330.91,73.11,10.063,0.040737,0.38732,1.247,0.13581,0.22293,0.050182,0.038668,0.10138,0.14645,2.3704820006428533
0.023616,411.27,627.61,761.97,177.51,333.47,73.209,10.086,0.040535,0.38692,1.2615,0.13582,0.22298,0.04987,0.038498,0.10167,0.14601,2.383807388936338
0.38567,412.17,620.81,761.87,168.21,472.86,63.071,10.334,0.038139,1.4118,0.2333,0.13877,0.22062,0.052537,0.042769,0.10029,0.14853,2.386782965788596
0.023866,411.63,627.56,761.42,177.26,331.38,74.193,10.067,0.040587,0.37476,1.2816,0.13566,0.22301,0.049854,0.038345,0.10171,0.1459,2.391411840349156
0.021951,411.94,620.31,694.8,199.91,325.62,74.516,10.375,0.040598,0.34958,1.314,0.13639,0.22375,0.048995,0.038013,0.10246,0.14508,2.3989165994579396
