Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
418.15,0.98975,134.33,20.0,0.019416,0.019416413707900836
