Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
685.43,0.5337,152.59,4.6519,0.020017,0.020017393633596316
685.43,0.5337,152.59,4.6519,0.020017,0.020017469410948886
685.43,0.5337,152.59,4.6519,0.020017,0.020017482777822188
685.43,0.5337,152.59,4.6519,0.020018,0.020017505278776142
685.43,0.5337,152.59,4.6518,0.020018,0.02001750825863426
685.43,0.5337,152.59,4.6519,0.020018,0.020017527676985728
685.43,0.5337,152.59,4.6519,0.020018,0.02001758223273883
685.43,0.5337,152.59,4.6519,0.020018,0.020017588919708697
685.43,0.5337,152.59,4.6519,0.020018,0.02001759430647076
685.43,0.5337,152.59,4.6519,0.020018,0.02001759908480286
