Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
458.51,0.63425,113.33,10.962,0.064661,0.1264,0.065598,0.24836,0.055143,0.0887,0.6488616272544541
460.87,0.63842,113.37,10.848,0.064718,0.12647,0.065564,0.24888,0.05514,0.088758,0.6495290888746846
460.62,0.64209,112.96,10.774,0.064759,0.12652,0.065537,0.2515,0.055132,0.088807,0.65225740229183
458.7,0.64143,113.33,10.827,0.064733,0.12647,0.065535,0.2523,0.05514,0.088793,0.6529750141943785
454.58,0.64284,111.09,11.019,0.0646,0.12648,0.065626,0.2599,0.055135,0.088685,0.6604246762461354
452.35,0.63518,114.74,11.087,0.0646,0.12627,0.065551,0.26582,0.055172,0.088702,0.6661131321775717
459.1,0.63887,113.14,10.785,0.064771,0.12649,0.065534,0.26544,0.05513,0.088807,0.666171519294324
481.34,0.61814,113.41,10.319,0.065136,0.12669,0.065544,0.26505,0.055038,0.088902,0.6663562441760755
481.58,0.62705,113.2,10.323,0.065096,0.12672,0.065535,0.26723,0.055049,0.088909,0.6685459716261827
481.78,0.61929,114.32,10.188,0.065241,0.12671,0.065469,0.26802,0.05503,0.088993,0.6694635169568193
