Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
635.33,0.39931,125.68,6.8928,0.12767,0.093444,0.030352,0.25979,0.44609,0.11476,0.43034,0.029454,0.13299,1.6648805117087284
639.43,0.3953,123.91,6.8926,0.12765,0.093456,0.030514,0.25976,0.45337,0.11472,0.44053,0.029393,0.13304,1.6824221328693971
588.6,0.34287,139.68,6.8254,0.12864,0.094557,0.030703,0.25906,0.70982,0.11474,0.25371,0.030873,0.13384,1.7559499037189952
856.03,0.13922,129.17,6.7849,0.13127,0.097985,0.04254,0.2569,0.91923,0.11377,0.13743,0.032299,0.13641,1.8678314517798393
717.62,0.040404,70.456,1.7103,0.17412,0.12891,0.11825,0.25202,0.56864,0.13155,0.26476,0.084213,0.16015,1.882614013047626
748.65,0.2035,138.75,4.9385,0.1361,0.10179,0.052176,0.2524,0.95683,0.11416,0.11755,0.034195,0.13961,1.9048161359542328
619.65,0.1445,74.628,1.5707,0.17188,0.13587,0.11771,0.2457,0.59072,0.1286,0.27018,0.085834,0.16088,1.9073750902273379
625.32,0.45419,120.83,6.7246,0.12798,0.093197,0.03102,0.25975,0.52334,0.11487,0.60476,0.028987,0.13289,1.9167918143004687
625.3,0.45419,120.83,6.7239,0.12798,0.093198,0.031025,0.25974,0.52352,0.11487,0.60499,0.028987,0.13289,1.9172183294606997
623.54,0.45631,120.12,6.7407,0.12792,0.093169,0.030849,0.2598,0.51984,0.11488,0.61178,0.028975,0.13285,1.9200609736214151
