Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (curve),Error (g86),Error (g63),Error (g59),Reduced Error
691.05,0.36599,122.79,19.993,0.084735,0.070103,0.20377,0.055717,0.12982,0.062149,0.6062891343979475
691.05,0.36599,122.79,19.995,0.084734,0.070104,0.20377,0.055717,0.12982,0.062149,0.6062907356385684
692.38,0.36705,122.82,19.993,0.084729,0.070111,0.20404,0.055723,0.12984,0.062136,0.6065718989777773
690.59,0.36692,123.01,19.925,0.084767,0.070061,0.20412,0.055714,0.12978,0.062152,0.6065892224900289
690.41,0.36798,122.54,19.993,0.084717,0.070132,0.20416,0.055718,0.12985,0.062137,0.6067153436004321
689.81,0.36609,122.89,19.914,0.084767,0.070062,0.20472,0.055707,0.12976,0.062164,0.6071768191523904
690.01,0.36881,122.82,19.992,0.084734,0.070108,0.20466,0.055725,0.12984,0.06213,0.6071992932075704
691.48,0.36781,122.92,19.966,0.084744,0.070092,0.20481,0.055723,0.12982,0.062137,0.6073256172035794
686.94,0.36667,123.27,19.922,0.084798,0.070018,0.20565,0.055711,0.12974,0.062165,0.6080773002184723
683.18,0.36904,123.29,19.988,0.08479,0.070032,0.2057,0.05572,0.12978,0.062149,0.6081662287755976
