Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526448
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526563
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526563
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526571
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526573
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526596
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526601
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526606
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526606
1142.5,0.32997,150.82,4.4116,0.01278,0.012780247714526606
