Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
298.41,2.4052,102.58,8.0691,0.15872,0.11447,0.13002,0.060069,0.14031,0.15486,0.67609,0.068172,0.80714,2.3098502914196253
306.61,2.154,113.09,8.598,0.1587,0.11501,0.12832,0.059215,0.14152,0.15458,0.70662,0.068418,0.88268,2.415053094635201
303.31,2.3443,103.7,7.9917,0.15875,0.11452,0.13022,0.060098,0.13994,0.15369,0.83506,0.068089,0.77815,2.4385219832863285
271.46,2.3713,107.09,7.8677,0.15961,0.11338,0.13018,0.060675,0.14009,0.16126,0.64404,0.067746,1.0762,2.553185844746354
269.34,2.3883,104.98,7.6157,0.15974,0.11313,0.13108,0.061095,0.13929,0.16094,0.71308,0.067508,1.0319,2.5777996756572543
268.65,2.4,108.9,7.838,0.1598,0.11303,0.13022,0.060874,0.14012,0.16384,0.61721,0.067625,1.1707,2.623403756044606
275.82,2.3498,111.49,8.1704,0.15957,0.11352,0.12922,0.060333,0.14101,0.16367,0.54523,0.067971,1.2463,2.6268261662896224
291.7,2.3881,110.54,9.1003,0.15861,0.11491,0.12724,0.059152,0.14328,0.16453,0.8976,0.068975,0.90296,2.6372390152036993
305.06,2.4126,107.96,8.6973,0.1585,0.11476,0.12845,0.059379,0.14212,0.15802,0.93281,0.068549,0.87574,2.638319816841845
269.16,2.3955,108.37,8.0104,0.15963,0.11333,0.12976,0.060575,0.14062,0.16339,0.65198,0.067834,1.1754,2.662483239348863
