Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997928996
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929015
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929017
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929017
1157.7,0.32733,150.92,4.4407,0.012625,0.01262522399792902
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929024
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929034
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929036
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929036
1157.7,0.32733,150.92,4.4407,0.012625,0.012625223997929036
