Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.10543,6.9018,579.18,715.97,181.74,454.22,59.554,13.972,0.029074,0.43012,0.10414,0.1453,0.22632,0.056036,0.04545,0.10618,0.14948,1.2921086264661428
0.10543,6.9018,579.18,715.97,181.74,454.22,59.554,14.032,0.029048,0.43343,0.10418,0.14532,0.22635,0.056059,0.045475,0.10617,0.14952,1.2955469480105268
0.10459,6.5669,569.29,715.96,180.59,479.82,59.506,14.05,0.029641,0.43507,0.10282,0.14472,0.22564,0.056745,0.045651,0.106,0.14935,1.2956274532864154
0.094228,6.5841,567.12,715.98,179.74,478.61,59.879,14.031,0.029654,0.43856,0.10282,0.14465,0.22559,0.056904,0.045655,0.10594,0.14945,1.299222460012742
0.11012,6.8312,567.19,716.05,177.57,461.62,59.143,14.028,0.029269,0.44253,0.10396,0.1453,0.22618,0.056604,0.045744,0.10616,0.14959,1.3053202181144614
0.095895,6.4476,567.12,716.02,171.71,477.08,60.671,14.02,0.029639,0.45237,0.10284,0.14441,0.22557,0.057033,0.04556,0.10588,0.14947,1.3127816550909253
0.20508,6.4912,562.91,716.24,185.68,453.11,58.328,14.041,0.029388,0.4521,0.10591,0.146,0.22673,0.055043,0.045264,0.10699,0.14773,1.315160349333595
0.10724,7.1708,573.63,715.97,178.7,453.94,59.548,13.972,0.029056,0.45758,0.10439,0.14539,0.22637,0.056498,0.04576,0.10614,0.14989,1.3210664163163526
0.17093,7.2636,567.12,708.05,170.51,476.91,60.318,14.021,0.029435,0.46177,0.10333,0.14503,0.22608,0.057155,0.046161,0.10629,0.1497,1.3249472845011598
0.11371,6.3715,576.56,715.95,172.4,447.11,57.917,13.971,0.028908,0.46386,0.10486,0.14553,0.22646,0.055646,0.04536,0.10612,0.14943,1.326175631955242
