Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
626.34,0.45224,121.13,5.0273,0.13621,0.10191,0.05157,0.25298,0.46586,0.11379,0.10136,0.03276,0.13752,1.3939704109399926
630.67,0.44799,121.13,5.0274,0.1362,0.10191,0.051552,0.25298,0.46875,0.11378,0.10156,0.032759,0.13752,1.3970033502156232
634.26,0.44463,121.1,5.0273,0.13618,0.10191,0.05154,0.25297,0.47028,0.11378,0.10173,0.032755,0.13751,1.3986570389256094
630.51,0.44849,121.11,5.0248,0.13622,0.10192,0.051594,0.25296,0.47161,0.11378,0.10169,0.032766,0.13752,1.4000627774151755
625.55,0.45536,121.34,5.034,0.13618,0.10186,0.051517,0.25302,0.47304,0.1138,0.10063,0.032739,0.13749,1.4002718093352018
633.52,0.44229,121.14,5.0272,0.13618,0.10193,0.051486,0.25296,0.4717,0.11377,0.10198,0.032765,0.13753,1.4002988158954475
634.11,0.44239,121.05,5.0269,0.13618,0.10193,0.051502,0.25296,0.47215,0.11377,0.10197,0.03276,0.13753,1.400748996474292
630.66,0.44841,121.11,5.0244,0.13622,0.10193,0.051601,0.25296,0.47229,0.11378,0.10172,0.032767,0.13752,1.4007908636833026
633.5,0.442,121.13,5.0268,0.13618,0.10193,0.051486,0.25296,0.473,0.11377,0.10203,0.032766,0.13754,1.4016591801852578
633.12,0.44235,121.24,5.0238,0.1362,0.10196,0.051527,0.25294,0.47387,0.11376,0.10219,0.032783,0.13755,1.4027874929981268
