iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,229.21730579616596,383.8142935238223,486.2202527467418,13.700975807958928,2.9105409117758323,0.23130258899658,2.9841668125533496
2,106.7969906791039,125.31866602286823,352.76051530083066,11.708510321299483,1.7619431480003793,0.26711956333908005,1.8469699458043058
3,520.298823079849,273.80608826248,218.5508083442554,1.04947197113975,0.23128422623607342,0.12663752451330615,0.2715942022505009
4,360.44927120514905,12.58716751737883,104.36659254752759,4.450059547512579,0.1520703056847688,0.09352731858460067,0.18184097581850817
5,993.3238284625421,535.4397937699727,259.9492108898196,10.09756656308194,2.176021779833039,0.09208132478142479,2.205332175843867
6,773.6552611867854,823.1298233618219,125.97672599743301,19.698702770525557,1.1011547571710183,0.1311465404416196,1.1428999975323881
7,435.2006003035072,697.7263139635604,394.2418152454258,17.3158464337451,2.5782889533991997,0.22301797784205177,2.6492777805430423
8,648.3950642230607,907.8620662619651,54.14191498517738,5.9765043108241835,0.415073233162742,0.09406982978528694,0.44501658997502525
9,574.58,10.867,98.053,2.6252,0.25470055863655583,0.1020905413238685,0.287196987225798
10,510.35,1.1361,72.338,1.1049,0.31557150897546,0.12521961566367668,0.35543015058534294
11,10.042,7.9138,109.38,4.8865,0.361552433568379,0.17229272916573918,0.41639491257942013
12,490.34,14.995,74.455,4.7415,0.13540939295970988,0.09368089934390009,0.16522894936746188
13,479.94,8.1903,77.675,4.7541,0.1329020410187672,0.0935402804988067,0.16267683705794223
14,66.908,175.94,98.163,2.1344,0.4102916147587462,0.10664697718410503,0.444238401928064
15,497.41,1.4083,88.153,2.9094,0.1340780749966823,0.09972665870829422,0.16582205637960917
16,401.73,0.012908,23.811,11.564,0.30998917128221987,0.0957716751922893,0.34047424231230844
17,441.67,10.891,93.212,1.9039,0.029987314049195312,0.10965221722267908,0.06489069883314658
18,455.78,13.932,91.906,1.9741,0.01499320806092442,0.10881680872664048,0.049630674061584674
19,456.3,13.186,91.329,1.963,0.018289669943759038,0.10894358952643521,0.05296749152637224
20,378.06,0.1232,91.858,3.1425,0.03873661863403767,0.09834027711711422,0.07003930105046874
