Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
980.06,0.28289,121.92,9.0169,0.12776,0.065488,0.089713,0.10753,0.055125,0.066083,0.5116990413514352
973.33,0.28299,121.9,8.9162,0.12773,0.065373,0.08983,0.10762,0.055104,0.066183,0.5118310750348759
979.98,0.28284,121.99,9.0143,0.12775,0.065481,0.08972,0.1085,0.055126,0.066086,0.5126717316212175
981.73,0.28309,121.69,8.9542,0.12778,0.065441,0.089765,0.10926,0.055106,0.066123,0.5134754381245734
983.21,0.28283,119.36,9.1862,0.12787,0.065768,0.089442,0.11826,0.055114,0.065953,0.5224028236968815
981.5,0.28353,121.95,8.9583,0.12777,0.065439,0.089766,0.11922,0.05511,0.066116,0.5234145882442902
980.69,0.28067,121.72,8.9946,0.12776,0.065444,0.089763,0.11923,0.055124,0.066119,0.5234400422735567
1012.0,0.27802,121.3,9.1147,0.12799,0.06556,0.089688,0.12027,0.055162,0.065914,0.5245882351148694
980.16,0.27975,122.07,8.8866,0.12775,0.065303,0.089915,0.12258,0.055111,0.06621,0.5268737221237197
976.9,0.28149,121.55,9.0251,0.12774,0.065489,0.089712,0.1231,0.055125,0.066105,0.5272758735676825
